"","Date","result","local.team","away.team","season","league","local.goals","away.goals","period","mean_gd","mean_ppg","outcome","value"
"23",2019-08-30,"2 - 2","Osasuna","FC Barcelona",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"24",2019-08-30,"1 - 1","Getafe","Alaves",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"25",2019-08-30,"2 - 0","Levante","Valladolid",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"26",2019-08-30,"2 - 1","Real Betis","Leganes",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"27",2019-08-31,"2 - 0","Valencia","Mallorca",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"28",2019-08-31,"3 - 2","Atletico Madrid","Eibar",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"29",2019-08-31,"0 - 3","Espanyol","Granada",2019,"spain",0,3,0,0.477777777777778,1.71111111111111,"goal_diff",-3
"30",2019-08-31,"2 - 2","Villarreal","Real Madrid",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"31",2019-09-12,"0 - 0","Mallorca","Athletic Bilbao",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"32",2019-09-13,"3 - 2","Real Madrid","Levante",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"33",2019-09-13,"0 - 3","Leganes","Villarreal",2019,"spain",0,3,0,0.477777777777778,1.71111111111111,"goal_diff",-3
"34",2019-09-13,"2 - 0","Real Sociedad","Atletico Madrid",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"35",2019-09-13,"5 - 2","FC Barcelona","Valencia",2019,"spain",5,2,0,0.477777777777778,1.71111111111111,"goal_diff",3
"36",2019-09-14,"1 - 2","Eibar","Espanyol",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"37",2019-09-14,"0 - 1","Alaves","FC Sevilla",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"38",2019-09-14,"0 - 2","Celta Vigo","Granada",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"39",2019-09-14,"1 - 1","Valladolid","Osasuna",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"40",2019-09-14,"1 - 1","Real Betis","Getafe",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"41",2019-09-19,"0 - 0","Osasuna","Real Betis",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"42",2019-09-20,"2 - 0","Villarreal","Valladolid",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"43",2019-09-20,"0 - 0","Levante","Eibar",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"44",2019-09-20,"0 - 0","Atletico Madrid","Celta Vigo",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"45",2019-09-20,"2 - 0","Granada","FC Barcelona",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"46",2019-09-21,"4 - 2","Getafe","Mallorca",2019,"spain",4,2,0,0.477777777777778,1.71111111111111,"goal_diff",2
"47",2019-09-21,"1 - 3","Espanyol","Real Sociedad",2019,"spain",1,3,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"48",2019-09-21,"1 - 1","Valencia","Leganes",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"49",2019-09-21,"2 - 0","Athletic Bilbao","Alaves",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"50",2019-09-21,"0 - 1","FC Sevilla","Real Madrid",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"51",2019-09-23,"1 - 1","Valladolid","Granada",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"52",2019-09-23,"3 - 1","Real Betis","Levante",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"53",2019-09-23,"2 - 1","FC Barcelona","Villarreal",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"54",2019-09-24,"1 - 1","Leganes","Athletic Bilbao",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"55",2019-09-24,"0 - 2","Mallorca","Atletico Madrid",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"56",2019-09-24,"3 - 3","Valencia","Getafe",2019,"spain",3,3,0,0.477777777777778,1.71111111111111,"goal_diff",0
"57",2019-09-24,"2 - 0","Real Madrid","Osasuna",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"58",2019-09-25,"3 - 2","Eibar","FC Sevilla",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"59",2019-09-25,"1 - 1","Celta Vigo","Espanyol",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"60",2019-09-25,"3 - 0","Real Sociedad","Alaves",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"61",2019-09-26,"5 - 1","Villarreal","Real Betis",2019,"spain",5,1,0,0.477777777777778,1.71111111111111,"goal_diff",4
"62",2019-09-27,"0 - 1","Athletic Bilbao","Valencia",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"63",2019-09-27,"0 - 2","Getafe","FC Barcelona",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"64",2019-09-27,"1 - 0","Granada","Leganes",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"65",2019-09-27,"0 - 0","Atletico Madrid","Real Madrid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"66",2019-09-28,"0 - 2","Espanyol","Valladolid",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"67",2019-09-28,"2 - 0","Eibar","Celta Vigo",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"68",2019-09-28,"2 - 0","Alaves","Mallorca",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"69",2019-09-28,"1 - 1","Levante","Osasuna",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"70",2019-09-28,"3 - 2","FC Sevilla","Real Sociedad",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"71",2019-10-03,"1 - 1","Real Betis","Eibar",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"72",2019-10-04,"1 - 2","Leganes","Levante",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"73",2019-10-04,"4 - 2","Real Madrid","Granada",2019,"spain",4,2,0,0.477777777777778,1.71111111111111,"goal_diff",2
"74",2019-10-04,"2 - 1","Valencia","Alaves",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"75",2019-10-04,"2 - 1","Osasuna","Villarreal",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"76",2019-10-05,"2 - 0","Mallorca","Espanyol",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"77",2019-10-05,"1 - 0","Celta Vigo","Athletic Bilbao",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"78",2019-10-05,"0 - 0","Valladolid","Atletico Madrid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"79",2019-10-05,"1 - 2","Real Sociedad","Getafe",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"80",2019-10-05,"4 - 0","FC Barcelona","FC Sevilla",2019,"spain",4,0,0,0.477777777777778,1.71111111111111,"goal_diff",4
"81",2019-10-17,"1 - 0","Granada","Osasuna",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"82",2019-10-18,"0 - 3","Eibar","FC Barcelona",2019,"spain",0,3,0,0.477777777777778,1.71111111111111,"goal_diff",-3
"83",2019-10-18,"1 - 1","Atletico Madrid","Valencia",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"84",2019-10-18,"2 - 0","Getafe","Leganes",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"85",2019-10-18,"1 - 0","Mallorca","Real Madrid",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"86",2019-10-19,"2 - 0","Alaves","Celta Vigo",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"87",2019-10-19,"3 - 1","Real Sociedad","Real Betis",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"88",2019-10-19,"0 - 1","Espanyol","Villarreal",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"89",2019-10-19,"1 - 1","Athletic Bilbao","Valladolid",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"90",2019-10-19,"1 - 0","FC Sevilla","Levante",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"91",2019-10-24,"4 - 1","Villarreal","Alaves",2019,"spain",4,1,0,0.477777777777778,1.71111111111111,"goal_diff",3
"92",2019-10-25,"1 - 0","Leganes","Mallorca",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"93",2019-10-25,"2 - 0","Valladolid","Eibar",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"94",2019-10-25,"2 - 0","Atletico Madrid","Athletic Bilbao",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"95",2019-10-26,"0 - 1","Celta Vigo","Real Sociedad",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"96",2019-10-26,"1 - 0","Granada","Real Betis",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"97",2019-10-26,"0 - 1","Levante","Espanyol",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"98",2019-10-26,"2 - 0","FC Sevilla","Getafe",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"99",2019-10-26,"3 - 1","Osasuna","Valencia",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"100",2019-10-28,"1 - 1","Alaves","Atletico Madrid",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"101",2019-10-28,"5 - 1","FC Barcelona","Valladolid",2019,"spain",5,1,0,0.477777777777778,1.71111111111111,"goal_diff",4
"102",2019-10-29,"1 - 2","Real Sociedad","Levante",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"103",2019-10-29,"1 - 1","Valencia","FC Sevilla",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"104",2019-10-29,"3 - 0","Athletic Bilbao","Espanyol",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"105",2019-10-29,"2 - 1","Real Betis","Celta Vigo",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"106",2019-10-29,"5 - 0","Real Madrid","Leganes",2019,"spain",5,0,0,0.477777777777778,1.71111111111111,"goal_diff",5
"107",2019-10-30,"2 - 1","Eibar","Villarreal",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"108",2019-10-30,"2 - 2","Mallorca","Osasuna",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"109",2019-10-30,"3 - 1","Getafe","Granada",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"110",2019-11-01,"1 - 2","Espanyol","Valencia",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"111",2019-11-01,"3 - 1","Levante","FC Barcelona",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"112",2019-11-01,"1 - 1","FC Sevilla","Atletico Madrid",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"113",2019-11-01,"0 - 0","Real Madrid","Real Betis",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"114",2019-11-02,"3 - 0","Valladolid","Mallorca",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"115",2019-11-02,"0 - 0","Villarreal","Athletic Bilbao",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"116",2019-11-02,"4 - 2","Osasuna","Alaves",2019,"spain",4,2,0,0.477777777777778,1.71111111111111,"goal_diff",2
"117",2019-11-02,"0 - 1","Celta Vigo","Getafe",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"118",2019-11-02,"1 - 2","Leganes","Eibar",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"119",2019-11-02,"1 - 2","Granada","Real Sociedad",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"120",2019-11-07,"1 - 1","Real Sociedad","Leganes",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"121",2019-11-08,"3 - 0","Alaves","Valladolid",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"122",2019-11-08,"2 - 0","Valencia","Granada",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"123",2019-11-08,"0 - 4","Eibar","Real Madrid",2019,"spain",0,4,0,0.477777777777778,1.71111111111111,"goal_diff",-4
"124",2019-11-08,"4 - 1","FC Barcelona","Celta Vigo",2019,"spain",4,1,0,0.477777777777778,1.71111111111111,"goal_diff",3
"125",2019-11-09,"3 - 1","Mallorca","Villarreal",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"126",2019-11-09,"2 - 1","Athletic Bilbao","Levante",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"127",2019-11-09,"3 - 1","Atletico Madrid","Espanyol",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"128",2019-11-09,"0 - 0","Getafe","Osasuna",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"129",2019-11-09,"1 - 2","Real Betis","FC Sevilla",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"130",2019-11-21,"2 - 1","Levante","Mallorca",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"131",2019-11-22,"1 - 2","Leganes","FC Barcelona",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"132",2019-11-22,"2 - 1","Real Betis","Valencia",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"133",2019-11-22,"1 - 1","Granada","Atletico Madrid",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"134",2019-11-22,"3 - 1","Real Madrid","Real Sociedad",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"135",2019-11-23,"1 - 1","Espanyol","Getafe",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"136",2019-11-23,"1 - 2","Osasuna","Athletic Bilbao",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"137",2019-11-23,"0 - 2","Eibar","Alaves",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"138",2019-11-23,"1 - 3","Villarreal","Celta Vigo",2019,"spain",1,3,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"139",2019-11-23,"0 - 1","Valladolid","FC Sevilla",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"140",2019-11-28,"0 - 0","Celta Vigo","Valladolid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"141",2019-11-29,"1 - 2","Alaves","Real Madrid",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"142",2019-11-29,"4 - 1","Real Sociedad","Eibar",2019,"spain",4,1,0,0.477777777777778,1.71111111111111,"goal_diff",3
"143",2019-11-29,"1 - 2","Mallorca","Real Betis",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"144",2019-11-29,"2 - 1","Valencia","Villarreal",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"145",2019-11-30,"1 - 0","FC Sevilla","Leganes",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"146",2019-11-30,"2 - 0","Athletic Bilbao","Granada",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"147",2019-11-30,"2 - 4","Espanyol","Osasuna",2019,"spain",2,4,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"148",2019-11-30,"4 - 0","Getafe","Levante",2019,"spain",4,0,0,0.477777777777778,1.71111111111111,"goal_diff",4
"149",2019-11-30,"0 - 1","Atletico Madrid","FC Barcelona",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"150",2019-12-05,"0 - 0","Villarreal","Atletico Madrid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"151",2019-12-06,"2 - 0","Real Madrid","Espanyol",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"152",2019-12-06,"3 - 0","Granada","Alaves",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"153",2019-12-06,"2 - 4","Levante","Valencia",2019,"spain",2,4,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"154",2019-12-06,"5 - 2","FC Barcelona","Mallorca",2019,"spain",5,2,0,0.477777777777778,1.71111111111111,"goal_diff",3
"155",2019-12-07,"0 - 1","Eibar","Getafe",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"156",2019-12-07,"3 - 2","Real Betis","Athletic Bilbao",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"157",2019-12-07,"0 - 0","Valladolid","Real Sociedad",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"158",2019-12-07,"3 - 2","Leganes","Celta Vigo",2019,"spain",3,2,0,0.477777777777778,1.71111111111111,"goal_diff",1
"159",2019-12-07,"1 - 1","Osasuna","FC Sevilla",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"160",2019-12-12,"1 - 1","Alaves","Leganes",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"161",2019-12-13,"1 - 2","Granada","Levante",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"162",2019-12-13,"2 - 2","Real Sociedad","FC Barcelona",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"163",2019-12-13,"0 - 0","Athletic Bilbao","Eibar",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"164",2019-12-13,"2 - 0","Atletico Madrid","Osasuna",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"165",2019-12-14,"2 - 0","Getafe","Valladolid",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"166",2019-12-14,"2 - 2","Celta Vigo","Mallorca",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"167",2019-12-14,"2 - 2","Espanyol","Real Betis",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"168",2019-12-14,"1 - 2","FC Sevilla","Villarreal",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"169",2019-12-14,"1 - 1","Valencia","Real Madrid",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"170",2019-12-17,"0 - 0","FC Barcelona","Real Madrid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"171",2019-12-19,"3 - 0","Eibar","Granada",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"172",2019-12-20,"0 - 2","Mallorca","FC Sevilla",2019,"spain",0,2,0,0.477777777777778,1.71111111111111,"goal_diff",-2
"173",2019-12-20,"4 - 1","FC Barcelona","Alaves",2019,"spain",4,1,0,0.477777777777778,1.71111111111111,"goal_diff",3
"174",2019-12-20,"1 - 0","Villarreal","Getafe",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"175",2019-12-20,"1 - 1","Valladolid","Valencia",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"176",2019-12-21,"2 - 0","Leganes","Espanyol",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"177",2019-12-21,"3 - 4","Osasuna","Real Sociedad",2019,"spain",3,4,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"178",2019-12-21,"1 - 2","Real Betis","Atletico Madrid",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"179",2019-12-21,"3 - 1","Levante","Celta Vigo",2019,"spain",3,1,0,0.477777777777778,1.71111111111111,"goal_diff",2
"180",2019-12-21,"0 - 0","Real Madrid","Athletic Bilbao",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"181",2020-01-02,"2 - 2","Valladolid","Leganes",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"182",2020-01-02,"1 - 1","FC Sevilla","Athletic Bilbao",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"183",2020-01-03,"1 - 0","Valencia","Eibar",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"184",2020-01-03,"0 - 3","Getafe","Real Madrid",2019,"spain",0,3,0,0.477777777777778,1.71111111111111,"goal_diff",-3
"185",2020-01-03,"2 - 1","Atletico Madrid","Levante",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"186",2020-01-03,"2 - 2","Espanyol","FC Barcelona",2019,"spain",2,2,0,0.477777777777778,1.71111111111111,"goal_diff",0
"187",2020-01-04,"1 - 0","Granada","Mallorca",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"188",2020-01-04,"1 - 2","Real Sociedad","Villarreal",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"189",2020-01-04,"1 - 1","Alaves","Real Betis",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"190",2020-01-04,"1 - 1","Celta Vigo","Osasuna",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"191",2020-01-16,"0 - 3","Leganes","Getafe",2019,"spain",0,3,0,0.477777777777778,1.71111111111111,"goal_diff",-3
"192",2020-01-17,"0 - 1","Levante","Alaves",2019,"spain",0,1,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"193",2020-01-17,"2 - 1","Real Madrid","FC Sevilla",2019,"spain",2,1,0,0.477777777777778,1.71111111111111,"goal_diff",1
"194",2020-01-17,"0 - 0","Osasuna","Valladolid",2019,"spain",0,0,0,0.477777777777778,1.71111111111111,"goal_diff",0
"195",2020-01-17,"2 - 0","Eibar","Atletico Madrid",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"196",2020-01-18,"4 - 1","Mallorca","Valencia",2019,"spain",4,1,0,0.477777777777778,1.71111111111111,"goal_diff",3
"197",2020-01-18,"3 - 0","Real Betis","Real Sociedad",2019,"spain",3,0,0,0.477777777777778,1.71111111111111,"goal_diff",3
"198",2020-01-18,"1 - 2","Villarreal","Espanyol",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
"199",2020-01-18,"1 - 1","Athletic Bilbao","Celta Vigo",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"200",2020-01-18,"1 - 0","FC Barcelona","Granada",2019,"spain",1,0,0,0.477777777777778,1.71111111111111,"goal_diff",1
"201",2020-01-23,"2 - 0","Osasuna","Levante",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"202",2020-01-24,"1 - 1","Espanyol","Athletic Bilbao",2019,"spain",1,1,0,0.477777777777778,1.71111111111111,"goal_diff",0
"203",2020-01-24,"2 - 0","Valencia","FC Barcelona",2019,"spain",2,0,0,0.477777777777778,1.71111111111111,"goal_diff",2
"204",2020-01-24,"1 - 2","Alaves","Villarreal",2019,"spain",1,2,0,0.477777777777778,1.71111111111111,"goal_diff",-1
